,nama,unique_user_pertweet,url_pertweet,reply_pertweet,reply_user_pertweet,rt_pertweet,unique_rt_pertweet,verified_user_pertweet,duration,q1_reputation,q2_reputation,q3_reputation,mean_reputation,q1_rasio,q2_rasio,q3_rasio,mean_rasio,q1_umur_akun,q2_umur_akun,q3_umur_akun,mean_umur_akun,q1_follower_rate,q2_follower_rate,q3_follower_rate,mean_follower_rate,q1_following_rate,q2_following_rate,q3_following_rate,mean_following_rate,q1_status_rate,q2_status_rate,q3_status_rate,mean_status_rate,mean_number_in_uname,q1_follower,q2_follower,q3_follower,mean_follower,q1_following,q2_following,q3_following,mean_following,q1_status,q2_status,q3_status,mean_status,mean_mention,JAK_reputation,JAK_rasio,JAK_umur_akun,JAK_follower,JAK_following,JAK_status,JAK_follower_rate,JAK_following_rate,JAK_status_rate
10,#Backtohogwarts,0.303,0.017,0.003,0.003,0.918,0.173,0.001,13.766666666666667,0.4422645739910314,0.4688888888888889,0.49377593360995853,0.44374910860126227,0.7931726907630522,0.8833333333333333,0.9754500818330606,1.4130281467635653,8.599893012481052,14.822344819613757,26.638872632566034,25.67839653183233,13.81016196358968,37.98509345434914,86.8889230170796,108.85744929535076,11.397012283368419,53.4799467567545,98.35241811266107,353.6046320681722,200.37830562813883,464.96569036533333,981.1809184769913,841.1777628243277,1.7777777777777777,211.0,544.0,1028.0,809.524,297.5,583.0,1027.0,787.315,2121.0,7888.5,17625.0,17854.138,0.921,0.05151135961892711,0.1822773910700084,18.03897962008498,817.0,729.5,15504.0,73.07876105348993,86.95540582929266,780.8026128488525
11,#Badminton,0.842,0.021,0.018,0.012,0.899,0.048,0.005,1.4,0.29659778058342745,0.44764353358981945,0.5027853405163258,0.414110670255784,0.430012921860748,0.8106451413456058,1.0111839228677086,5.203379782676081,11.800651279629287,27.148973703163726,77.11884123029373,45.82093077126078,3.5239930421878527,12.016073764217822,47.71761185284879,61.97943051599619,5.5380693801835195,19.58511112954807,56.947687061103814,63.33173958230855,203.72809120712589,651.2142144371744,1562.9541757414363,1282.9145891221297,2.535135135135135,130.75,424.0,913.0,2077.173,234.75,518.0,982.25,770.616,4789.5,18237.0,44374.0,37212.665,0.92,0.2061875599328984,0.5811710010069606,65.31818995066443,782.25,747.5,39584.5,44.193618810660936,51.40961768092029,1359.2260845343103
12,#Bantuanpaketdata,0.987,1.0,0.0,0.0,0.0,0.0,0.0,77.33333333333333,0.09090909090909091,0.3170731707317073,0.5,0.3229581289530062,0.25,0.5555555555555556,1.0,1.4336499393082558,4.080239973746513,5.424225571595127,6.865857006722322,13.609959593055724,0.052623830370090094,0.5083681011624284,2.672733715705875,5.314917682695948,0.5172900915236207,1.7140041890209767,5.25829713832886,171.18429029828096,26.562348124657095,39.01681488273209,59.713507088048836,136.57994601291895,2.3878406708595388,1.0,3.0,22.0,56.882,3.0,9.0,35.0,82.822,135.0,204.0,365.25,535.851,0.0,0.40909090909090906,0.75,2.785617032975809,21.0,32.0,230.25,2.620109885335785,4.741007046805239,33.15115896339174
13,#Batalkankartuvaksin,0.663,0.219,0.074,0.046,0.616,0.068,0.001,118.48333333333333,0.21357142857142858,0.4087121212121212,0.54546818727491,0.4038367664442895,0.3017156862745098,0.7131884057971014,1.1841795078196873,4.197929653054915,8.904102525491055,27.155792232405716,99.16741483778281,51.177101855084096,1.0755856830575516,4.309258346325082,19.70525584314626,5222.10365888247,1.904869438693177,6.908027462578696,28.884429361560194,12471.760031156606,24.985655019821465,104.47754554407574,395.6123230671622,23140.153828722927,3.3848580441640377,23.0,139.5,601.0,670.524,54.0,186.5,538.25,548.034,309.75,2613.5,10888.75,13752.207,0.728,0.3318967587034814,0.8824638215451774,90.26331231229176,578.0,484.25,10579.0,18.62967016008871,26.97955992286702,370.62666804734073
14,#Batalkanpemindahanibukota,0.171,0.217,0.343,0.074,0.572,0.056,0.0,226.93333333333334,0.481155303030303,0.49955396966993754,0.53547209181012,0.5012549510840084,0.9276977557626713,0.9982185273159145,1.1526374859708193,1.0509018617267583,3.4399049375871282,4.531610467322699,14.097009083767027,17.53365147736703,182.80515968770902,415.4055644950548,632.1447886729554,500.0071621715956,176.89285199983345,393.1111405440166,620.9190320620467,562.2008177522586,197.9303899130572,702.5954766061218,1869.4083025180719,1462.0429247362736,2.037878787878788,1445.75,1825.0,2467.0,2075.993,1332.0,1781.0,2282.0,1923.643,1184.0,4215.0,11133.75,9545.059,1.918,0.054316788779816993,0.22493973020814795,10.657104146179899,1021.25,950.0,9949.75,449.3396289852464,444.0261800622132,1671.4779126050146
15,#Bebaskanyahyawaloni,0.612,0.072,0.134,0.065,0.806,0.077,0.0,208.75,0.32027631748018126,0.4446085672082718,0.49828577713783606,0.41225547118780326,0.47254868834573616,0.8007968127490039,0.993167676749167,0.9083741424572933,7.96920767252807,20.722098446009618,60.85374328927584,39.14874207965333,6.321194109357544,32.91134191306176,142.0269998414608,146.22126218908846,12.264513260608242,47.04297936631448,198.5446676805234,178.66672080823614,108.85798527399652,423.37019558468535,1137.8186683079662,991.0446021101877,3.3911290322580645,203.75,655.0,1653.0,1571.298,363.0,869.0,1955.25,1542.873,2506.0,7150.0,20553.0,17785.36,1.375,0.1780094596576548,0.5206189884034308,52.88453561674777,1449.25,1592.25,18047.0,135.70580573210324,186.28015441991514,1028.9606830339696
16,#Bemsifokuskuliahaja,0.121,0.113,0.066,0.034,0.825,0.05,0.0,116.11666666666666,0.36363636363636365,0.4990739421570024,0.5532367541282545,0.4785157173880816,0.625,0.9963036678987773,1.2355117139334155,1.4153327175135575,0.34922878483321207,16.859506583525558,42.21219615886857,30.442065062177093,22.713754759674863,61.5535462381511,98.41541813314011,90.1017732867823,15.861337562822811,45.29902666333222,195.41995955380054,122.49145873421767,69.65224349737339,312.3486938594626,572.5766606829848,581.033379972456,3.643979057591623,10.0,672.0,5110.5,2856.559,28.0,692.0,3123.0,1834.645,109.0,754.0,11109.0,19910.114,1.015,0.1896003904918908,0.6105117139334155,41.86296737403536,5100.5,3095.0,11000.0,75.70166337346524,179.5586219909777,502.9244171856114
17,#Bienvenuelisa,0.564,0.03,0.027,0.021,0.944,0.221,0.0,1.2833333333333334,0.09393939393939393,0.23157308780164892,0.43469101123595505,0.28273517600740533,0.11444189648582866,0.3103732004003388,0.7692307692307693,0.8745143802734796,13.143240544904337,29.71231423110825,59.25403670164343,40.306110065763015,0.45368397911028335,2.0025542436209416,6.104835151543457,10.899890336821583,2.309753625173303,7.019084004759851,18.522484387821244,27.743112346585534,289.8401331675589,756.6528747845747,1927.8471900340194,1614.6338885705975,3.914225941422594,13.0,61.0,170.0,221.299,75.0,218.0,420.5,318.111,6440.0,19712.0,58367.0,46016.168,1.036,0.3407516172965611,0.6547888727449406,46.11079615673909,157.0,345.5,51927.0,5.651151172433174,16.21273076264794,1638.0070568664605
18,#Bongkarpandorapapers,0.228,0.128,0.3,0.098,0.607,0.092,0.0,64.61666666666666,0.4802527646129542,0.5009384064152875,0.536072615223746,0.4997194388985278,0.9240583232077765,1.0037600410186294,1.1554722702743114,1.0885401822297835,4.282362821352328,9.167109865363424,16.116417707261462,21.072948101451633,133.95116909241682,272.0442029373771,469.0675345261203,744.3996287132695,132.45599564448185,256.46519282801967,416.7085903363528,604.5491608026858,388.15279505337804,1057.856485131928,2047.9984620947057,1375.287888720347,2.2364130434782608,1097.0,1869.0,3314.0,2438.578,1122.0,1848.0,3449.0,2255.677,3114.25,7475.5,15389.5,12978.224,1.991,0.055819850610791866,0.23141394706653495,11.834054885909133,2217.0,2327.0,12275.25,335.1163654337035,284.25259469187097,1659.8456670413277
19,#Btsatunga,0.959,0.074,0.048,0.033,0.856,0.307,0.0,0.11666666666666667,0.16982963179923422,0.3295046661880833,0.4654109975384718,0.323751564852254,0.21045883940620783,0.5,0.8728775589917974,1.6382321410762446,8.868336523755525,17.028583559020532,38.02999576765208,28.95696973814201,1.5373293709031222,6.694202337895513,24.225670670403133,39.1655651570417,6.11340967024685,15.845298134804082,48.09012024273484,54.52722261188462,179.59248143506073,525.5990797746317,1357.7676961640545,1174.273518257186,3.1534653465346536,30.0,143.0,452.0,550.688,117.0,301.5,676.0,635.631,2712.25,9757.0,27465.5,25662.449,1.216,0.2955813657392376,0.6624187195855896,29.16165924389656,422.0,559.0,24753.25,22.68834129950001,41.97671057248799,1178.1752147289938
20,#Btsditokopediawib,0.649,0.045,0.101,0.023,0.881,0.147,0.0,2.066666666666667,0.2096171802054155,0.3816631130063966,0.48450475997569376,0.3572893639674525,0.27897415158561656,0.6196450107493052,0.9399962421617318,1.0444967543766934,8.06953475734919,17.558108463707143,35.44254388066376,28.01832343465873,2.3684584831174282,11.774853395865762,46.34726160669436,127.68133482499448,6.729147925069922,21.707501069576725,74.22185290724236,169.05108267897603,266.6616939818784,836.9949292246173,2044.7856521754761,1822.7375788867844,2.908839779005525,55.0,210.0,711.25,640.339,142.75,376.5,910.75,739.977,3396.5,14156.0,38715.25,29682.084,1.326,0.2748875797702782,0.6610220905761153,27.373009123314574,656.25,768.0,35318.75,43.97880312357693,67.49270498217244,1778.1239581935977
21,#Bumnbangkrut,0.685,0.14,0.087,0.053,0.739,0.103,0.0,201.03333333333333,0.2259169244365886,0.44947636569487687,0.5136871867369233,0.39525393063934056,0.3193991416309013,0.8363092530252024,1.0482968988307066,1.6992668031136686,9.800577508246043,23.02555931257239,77.75130915685392,45.22620375199732,1.0997277981071396,8.231605449469999,49.44663835333283,80.33761353618084,3.0311291027069167,13.900233244349279,83.98992720062603,237.5782518062029,26.766339295373744,123.27081436791052,639.7411709650389,552.128181526612,3.3591954022988504,31.5,289.5,1374.0,1072.544,88.0,376.0,1623.75,1123.886,377.75,3151.0,15264.0,15021.86,1.589,0.28777026230033464,0.7288977571998054,67.95073164860787,1342.5,1535.75,14886.25,48.34691055522569,80.95879809791911,612.9748316696652
22,#Ceritagenz,0.995,0.996,0.0,0.0,0.003,0.002,0.0,45.35,0.125,0.38095238095238093,0.5,0.354977792653639,0.4,0.75,1.0,1.2612141632151948,3.2183828780422137,5.344236477591371,6.234821537897577,12.638024154043766,0.0,0.504775339923619,2.4149856241115986,4.713498779881236,0.26136773064335006,1.2876825984528122,3.8983418616939574,22.370678767836488,18.92131899192843,36.691550519299554,64.02632055443061,64.17502028231611,2.6548117154811717,0.0,3.0,14.0,36.278,1.0,6.0,19.0,39.847,69.75,158.5,300.0,605.974,0.003,0.375,0.6,3.0164386598553636,14.0,18.0,230.25,2.4149856241115986,3.636974131050607,45.10500156250218
